Defect_ID,Severity_Level,Predicted_Resolution_Time_Hours,Overdue_Days,Asset_Age_Years,Historical_Failure_Count,Joint_Block_Feasibility_Score,Confidence_Score,Task_Urgency_Tier,Priority_Score,Severity_Level_Enc,Task_Urgency_Tier_Enc,Dept_SMMS,Dept_TDMS,Dept_TMS
TDMS02584,Medium,3.55,60,3.3,1,41.7,0.641,This_Month,52.7,2,2,0,1,0
TDMS02585,High,5.52,40,22.7,1,40.8,0.677,This_Week,60.1,3,3,0,1,0
TDMS02586,Medium,3.15,60,5.4,1,45.4,0.66,This_Month,52.0,2,2,0,1,0
TDMS02587,High,4.01,40,19.1,2,74.4,0.724,This_Month,56.4,3,2,0,1,0
TDMS02588,High,4.94,40,25.9,3,57.2,0.611,This_Week,62.6,3,3,0,1,0
TDMS02589,Medium,3.52,60,24.4,1,18.8,0.718,This_Month,45.9,2,2,0,1,0
TDMS02590,Medium,3.86,60,28.3,3,53.0,0.759,This_Month,52.5,2,2,0,1,0
TDMS02591,Medium,2.93,60,17.4,2,38.9,0.717,This_Month,58.3,2,2,0,1,0
TDMS02592,High,5.26,40,20.2,1,32.5,0.616,This_Week,68.5,3,3,0,1,0
TDMS02593,Medium,3.92,1,14.8,4,24.4,0.96,Programmed,28.7,2,1,0,1,0
TDMS02594,High,4.71,40,27.3,4,42.4,0.754,This_Month,54.3,3,2,0,1,0
TDMS02595,Critical,5.73,20,4.7,1,72.6,0.717,Immediate,76.1,4,4,0,1,0
TDMS02596,Medium,3.42,60,7.6,1,48.1,0.669,This_Month,46.2,2,2,0,1,0
TDMS02597,High,3.75,40,7.1,3,41.4,0.715,This_Month,58.4,3,2,0,1,0
TDMS02598,High,3.39,40,18.8,1,44.3,0.761,This_Week,61.1,3,3,0,1,0
TDMS02599,Medium,3.42,60,20.6,3,28.4,0.885,This_Month,47.3,2,2,0,1,0
TDMS02600,Medium,3.92,60,26.4,5,36.7,0.662,This_Month,48.4,2,2,0,1,0
TDMS02601,Medium,2.84,60,17.1,1,58.2,0.784,This_Month,41.2,2,2,0,1,0
TDMS02602,Critical,4.46,20,15.2,1,70.9,0.649,Immediate,69.8,4,4,0,1,0
TDMS02603,High,5.26,19,4.6,2,68.3,0.842,This_Month,46.0,3,2,0,1,0
TDMS02604,Medium,3.49,60,2.8,0,55.8,0.744,Programmed,37.3,2,1,0,1,0
TDMS02605,High,4.72,40,18.3,0,67.5,0.704,This_Week,63.1,3,3,0,1,0
TDMS02606,High,4.59,0,9.9,1,20.1,0.703,This_Month,45.4,3,2,0,1,0
TDMS02607,High,3.79,40,12.0,3,63.0,0.844,This_Week,64.7,3,3,0,1,0
TDMS02608,Critical,4.71,20,16.9,1,42.6,0.658,Immediate,68.3,4,4,0,1,0
TDMS02609,Medium,3.66,60,9.2,4,52.0,0.789,This_Month,52.3,2,2,0,1,0
TDMS02610,Medium,3.9,54,20.4,6,52.1,0.823,This_Month,49.0,2,2,0,1,0
TDMS02611,High,4.43,40,28.6,1,33.2,0.627,This_Week,66.2,3,3,0,1,0
TDMS02612,Critical,4.85,0,27.5,3,63.0,0.915,Immediate,62.6,4,4,0,1,0
TDMS02613,High,3.53,40,18.0,4,34.8,0.829,This_Week,61.2,3,3,0,1,0
TDMS02614,Critical,5.25,20,6.2,1,33.9,0.801,Immediate,83.0,4,4,0,1,0
TDMS02615,Medium,4.34,2,7.5,1,28.5,0.808,Programmed,25.0,2,1,0,1,0
TDMS02616,Critical,4.33,20,4.4,2,65.4,0.878,Immediate,69.3,4,4,0,1,0
TDMS02617,Critical,4.57,20,4.8,1,40.7,0.637,Immediate,74.0,4,4,0,1,0
TDMS02618,High,3.68,40,10.1,0,33.3,0.705,This_Week,63.0,3,3,0,1,0
TDMS02619,Critical,5.05,20,14.5,0,85.3,0.657,Immediate,74.1,4,4,0,1,0
TDMS02620,High,3.52,40,12.8,3,60.6,0.844,This_Month,56.3,3,2,0,1,0
TDMS02621,High,4.73,11,16.0,0,48.2,0.734,This_Month,55.4,3,2,0,1,0
TDMS02622,Critical,4.82,20,21.5,2,63.4,0.848,Immediate,77.0,4,4,0,1,0
TDMS02623,Medium,3.95,60,4.9,2,32.0,0.801,This_Month,53.0,2,2,0,1,0
TDMS02624,High,3.77,40,13.6,3,27.4,0.692,This_Week,62.7,3,3,0,1,0
TDMS02625,Medium,3.64,60,25.6,2,29.0,0.913,This_Month,55.3,2,2,0,1,0
TDMS02626,Critical,5.45,20,1.7,1,43.2,0.534,Immediate,68.7,4,4,0,1,0
TDMS02627,High,4.09,40,11.6,4,43.1,0.731,This_Week,70.3,3,3,0,1,0
TDMS02628,Critical,3.45,20,8.8,1,67.0,0.599,Immediate,73.4,4,4,0,1,0
TDMS02629,Medium,3.7,60,1.4,0,30.9,0.636,This_Month,56.8,2,2,0,1,0
TDMS02630,Critical,4.34,20,15.9,2,84.4,0.873,Immediate,65.6,4,4,0,1,0
TDMS02631,Medium,3.33,60,25.5,2,52.0,0.767,This_Month,49.2,2,2,0,1,0
TDMS02632,High,3.82,40,26.5,1,45.3,0.672,This_Month,58.4,3,2,0,1,0
TDMS02633,Medium,3.47,60,22.0,2,19.8,0.828,This_Month,50.3,2,2,0,1,0
TDMS02634,High,4.64,0,21.0,3,60.2,0.798,This_Month,52.9,3,2,0,1,0
TDMS02635,High,4.89,40,13.7,4,32.7,0.839,This_Week,65.9,3,3,0,1,0
TDMS02636,High,4.9,40,4.7,1,58.5,0.723,This_Week,60.4,3,3,0,1,0
TDMS02637,Critical,5.05,20,1.4,3,67.7,0.671,Immediate,74.7,4,4,0,1,0
TDMS02638,Medium,4.75,60,27.3,2,31.1,0.666,This_Month,56.9,2,2,0,1,0
TDMS02639,Critical,5.67,20,19.8,2,70.9,0.661,Immediate,73.2,4,4,0,1,0
TDMS02640,Medium,3.16,60,8.1,1,34.3,0.767,This_Month,51.0,2,2,0,1,0
TDMS02641,Critical,5.05,20,29.9,3,46.1,0.88,Immediate,73.0,4,4,0,1,0
TDMS02642,Medium,3.98,60,5.3,0,35.8,0.695,This_Month,52.3,2,2,0,1,0
TDMS02643,Critical,3.91,20,12.1,3,43.2,0.837,Immediate,82.2,4,4,0,1,0
TDMS02644,High,5.28,40,24.3,1,38.8,0.702,This_Week,65.8,3,3,0,1,0
TDMS02645,Medium,3.94,60,25.7,3,34.8,0.912,This_Month,49.1,2,2,0,1,0
TDMS02646,Critical,4.51,20,4.3,3,45.5,0.617,Immediate,83.6,4,4,0,1,0
TDMS02647,High,4.35,40,15.5,2,30.0,0.837,This_Month,55.9,3,2,0,1,0
TDMS02648,Critical,5.89,20,2.3,1,29.9,0.73,Immediate,68.6,4,4,0,1,0
TDMS02649,Critical,5.38,20,14.0,2,39.3,0.74,Immediate,76.2,4,4,0,1,0
TDMS02650,Medium,3.05,60,27.4,2,23.5,0.699,This_Month,54.8,2,2,0,1,0
TDMS02651,Critical,4.64,20,19.3,2,41.1,0.891,Immediate,82.3,4,4,0,1,0
TDMS02652,Critical,5.8,20,24.2,3,45.3,0.744,Immediate,78.1,4,4,0,1,0
TDMS02653,Medium,2.68,60,16.1,2,42.3,0.745,This_Month,46.7,2,2,0,1,0
TDMS02654,Medium,4.41,60,7.5,1,34.1,0.626,This_Month,55.1,2,2,0,1,0
TDMS02655,Critical,5.87,20,1.0,1,41.3,0.521,Immediate,77.2,4,4,0,1,0
TDMS02656,Critical,4.41,20,15.1,2,71.3,0.74,Immediate,72.1,4,4,0,1,0
TDMS02657,Medium,3.96,60,5.3,0,29.2,0.621,This_Month,44.1,2,2,0,1,0
TDMS02658,Medium,2.95,60,20.9,1,47.5,0.695,This_Month,41.3,2,2,0,1,0
TDMS02659,Medium,4.12,60,16.7,2,30.0,0.854,This_Month,47.6,2,2,0,1,0
TDMS02660,Medium,4.19,60,6.4,0,35.9,0.675,This_Month,41.0,2,2,0,1,0
TDMS02661,High,4.57,40,6.2,0,51.5,0.771,This_Week,60.7,3,3,0,1,0
TDMS02662,Medium,3.53,60,8.7,3,43.8,0.766,This_Month,45.6,2,2,0,1,0
TDMS02663,Critical,4.92,13,7.9,0,42.8,0.848,Immediate,72.9,4,4,0,1,0
TDMS02664,Critical,4.34,20,10.6,4,71.8,0.829,Immediate,79.3,4,4,0,1,0
TDMS02665,High,4.58,40,10.9,1,36.4,0.548,This_Week,67.6,3,3,0,1,0
TDMS02666,Critical,5.31,20,3.2,2,88.3,0.845,Immediate,82.1,4,4,0,1,0
TDMS02667,Critical,4.92,20,10.5,2,92.4,0.748,Immediate,78.8,4,4,0,1,0
TDMS02668,High,5.49,40,15.0,2,32.1,0.793,This_Week,61.9,3,3,0,1,0
TDMS02669,High,4.85,40,16.6,2,31.3,0.722,This_Week,62.8,3,3,0,1,0
TDMS02670,High,5.19,40,26.2,3,51.5,0.633,This_Week,60.1,3,3,0,1,0
TDMS02671,High,4.23,40,17.8,0,41.2,0.593,This_Month,58.6,3,2,0,1,0
TDMS02672,High,4.61,40,9.9,2,39.9,0.579,This_Week,64.5,3,3,0,1,0
TDMS02673,Medium,4.52,60,26.0,1,44.1,0.719,This_Month,48.7,2,2,0,1,0
TDMS02674,High,3.46,40,28.6,2,62.2,0.761,This_Week,68.1,3,3,0,1,0
TDMS02675,Medium,3.37,60,17.5,1,39.0,0.655,This_Month,42.6,2,2,0,1,0
TDMS02676,Critical,6.5,20,10.8,0,40.4,0.649,Immediate,79.0,4,4,0,1,0
TDMS02677,Critical,4.77,20,10.2,0,72.7,0.668,Immediate,69.1,4,4,0,1,0
TDMS02678,High,4.29,40,7.1,2,59.4,0.856,This_Week,64.9,3,3,0,1,0
TDMS02679,Critical,5.19,20,12.9,3,49.5,0.833,Immediate,73.7,4,4,0,1,0
TDMS02680,Medium,4.13,60,29.2,2,12.8,0.58,This_Month,54.0,2,2,0,1,0
TDMS02681,Medium,2.63,60,25.1,1,44.8,0.752,This_Month,49.6,2,2,0,1,0
TDMS02682,Critical,6.08,20,7.3,3,51.8,0.805,Immediate,79.1,4,4,0,1,0
TDMS02683,High,3.52,40,19.7,0,41.4,0.702,This_Week,71.8,3,3,0,1,0
TDMS02684,Medium,3.28,60,12.4,2,16.6,0.823,This_Month,52.7,2,2,0,1,0
TDMS02685,Medium,4.45,60,5.3,2,25.5,0.723,This_Month,49.1,2,2,0,1,0
TDMS02686,Medium,3.48,60,26.6,2,48.7,0.825,This_Month,53.9,2,2,0,1,0
TDMS02687,Critical,4.91,20,7.9,1,37.5,0.612,Immediate,71.5,4,4,0,1,0
TDMS02688,Medium,3.19,60,11.6,2,51.2,0.841,This_Month,50.0,2,2,0,1,0
TDMS02689,Medium,3.31,60,12.8,2,24.6,0.779,This_Month,45.6,2,2,0,1,0
TDMS02690,Medium,4.37,60,29.9,2,71.9,0.855,This_Month,50.6,2,2,0,1,0
TDMS02691,Critical,6.35,20,29.8,2,42.2,0.722,Immediate,80.8,4,4,0,1,0
TDMS02692,Critical,5.17,20,16.9,1,46.5,0.564,Immediate,81.4,4,4,0,1,0
TDMS02693,Critical,4.73,20,15.4,2,34.9,0.7,Immediate,71.6,4,4,0,1,0
TDMS02694,Critical,4.57,20,4.4,2,63.9,0.798,Immediate,82.1,4,4,0,1,0
TDMS02695,Critical,5.61,20,21.8,3,30.6,0.809,Immediate,68.5,4,4,0,1,0
TDMS02696,Medium,2.81,60,30.0,7,30.3,0.902,This_Month,49.2,2,2,0,1,0
TDMS02697,High,4.81,40,24.4,2,28.6,0.821,This_Week,72.4,3,3,0,1,0
TDMS02698,High,3.25,40,10.6,1,35.0,0.749,This_Week,71.4,3,3,0,1,0
TDMS02699,High,4.15,40,11.4,2,70.8,0.777,This_Week,63.3,3,3,0,1,0
TDMS02700,Critical,5.3,20,27.5,4,49.4,0.873,Immediate,83.3,4,4,0,1,0
TDMS02701,Medium,3.82,60,1.4,1,50.4,0.523,This_Month,51.3,2,2,0,1,0
TDMS02702,High,3.73,40,21.5,1,46.8,0.81,This_Week,60.0,3,3,0,1,0
TDMS02703,Medium,3.96,60,21.5,4,50.9,0.753,This_Month,50.6,2,2,0,1,0
TDMS02704,Critical,4.11,20,4.6,4,39.0,0.877,Immediate,83.8,4,4,0,1,0
TDMS02705,Critical,6.35,20,21.5,4,76.2,0.722,Immediate,78.4,4,4,0,1,0
TDMS02706,Critical,6.5,20,4.0,2,60.2,0.841,Immediate,76.1,4,4,0,1,0
TDMS02707,Critical,5.46,20,15.6,1,39.8,0.553,Immediate,87.2,4,4,0,1,0
TDMS02708,Medium,3.55,60,13.9,4,64.8,0.761,This_Month,49.2,2,2,0,1,0
TDMS02709,High,3.49,40,25.4,0,29.8,0.786,This_Week,68.9,3,3,0,1,0
TDMS02710,High,4.11,40,13.0,1,35.1,0.668,This_Week,68.7,3,3,0,1,0
TDMS02711,High,4.45,40,18.0,1,56.3,0.61,This_Week,63.5,3,3,0,1,0
TDMS02712,High,4.59,40,29.2,0,52.4,0.761,This_Week,70.4,3,3,0,1,0
TDMS02713,Critical,5.07,20,1.7,1,35.0,0.669,Immediate,77.4,4,4,0,1,0
TDMS02714,High,4.15,40,15.2,2,28.1,0.623,This_Week,66.2,3,3,0,1,0
TDMS02715,Medium,3.24,60,9.2,2,22.9,0.68,This_Month,57.7,2,2,0,1,0
TDMS02716,Critical,4.74,20,19.1,0,77.3,0.653,Immediate,73.3,4,4,0,1,0
TDMS02717,High,4.58,40,13.6,2,59.6,0.698,This_Week,62.4,3,3,0,1,0
TDMS02718,High,4.83,0,24.1,2,58.9,0.736,This_Month,45.9,3,2,0,1,0
TDMS02719,Medium,3.63,60,9.3,3,22.5,0.741,This_Month,53.2,2,2,0,1,0
TDMS02720,High,5.4,40,11.2,1,33.3,0.731,This_Week,63.8,3,3,0,1,0
TDMS02721,Medium,3.39,60,7.1,3,44.3,0.768,This_Month,50.6,2,2,0,1,0
TDMS02722,Critical,5.04,20,16.7,6,73.4,0.746,Immediate,73.9,4,4,0,1,0
TDMS02723,High,4.3,40,1.8,2,59.4,0.708,This_Week,68.5,3,3,0,1,0
TDMS02724,Medium,3.71,0,22.2,4,21.2,0.833,Programmed,33.4,2,1,0,1,0
TDMS02725,Medium,4.43,60,16.2,2,75.0,0.709,This_Month,51.7,2,2,0,1,0
TDMS02726,High,3.88,5,2.6,1,33.5,0.764,This_Month,48.8,3,2,0,1,0
TDMS02727,High,4.17,40,19.9,6,62.0,0.887,This_Week,70.4,3,3,0,1,0
TDMS02728,Critical,5.13,20,8.4,3,91.6,0.837,Immediate,81.9,4,4,0,1,0
TDMS02729,Medium,3.5,60,1.9,0,37.9,0.654,This_Month,49.0,2,2,0,1,0
TDMS02730,Medium,4.05,8,29.7,1,41.5,0.786,Programmed,34.5,2,1,0,1,0
TDMS02731,Medium,3.1,60,16.2,3,48.9,0.647,This_Month,43.3,2,2,0,1,0
TDMS02732,Critical,4.41,20,22.8,1,62.9,0.694,Immediate,83.4,4,4,0,1,0
TDMS02733,Medium,2.99,60,9.8,0,48.3,0.602,This_Month,44.9,2,2,0,1,0
TDMS02734,High,4.59,40,6.1,2,32.7,0.794,This_Week,63.3,3,3,0,1,0
TDMS02735,Medium,3.84,60,19.6,0,28.9,0.5,This_Month,47.7,2,2,0,1,0
TDMS02736,Medium,2.76,2,4.3,2,24.8,0.889,Programmed,34.0,2,1,0,1,0
TDMS02737,Critical,4.59,20,12.6,3,37.9,0.738,Immediate,79.4,4,4,0,1,0
TDMS02738,Medium,4.74,60,6.4,1,30.4,0.653,This_Month,45.7,2,2,0,1,0
TDMS02739,Medium,2.8,60,16.6,2,27.5,0.822,This_Month,51.6,2,2,0,1,0
TDMS02740,High,3.77,40,10.0,2,55.2,0.679,This_Week,67.5,3,3,0,1,0
TDMS02741,High,4.55,40,1.0,0,59.0,0.671,This_Week,60.6,3,3,0,1,0
TDMS02742,Medium,3.44,5,25.3,5,31.9,0.695,Programmed,36.7,2,1,0,1,0
TDMS02743,Critical,6.34,20,26.1,4,48.3,0.757,Immediate,88.5,4,4,0,1,0
TDMS02744,High,4.69,40,1.6,1,32.0,0.688,This_Week,72.1,3,3,0,1,0
TDMS02745,High,3.78,40,13.0,2,38.6,0.849,This_Week,63.1,3,3,0,1,0
TDMS02746,Medium,3.46,60,29.0,2,27.1,0.626,This_Month,48.5,2,2,0,1,0
TDMS02747,Critical,4.71,20,23.1,4,59.9,0.733,Immediate,79.5,4,4,0,1,0
TDMS02748,Critical,5.35,20,24.6,4,37.8,0.926,Immediate,68.8,4,4,0,1,0
TDMS02749,High,4.84,40,14.9,2,38.3,0.692,This_Week,66.5,3,3,0,1,0
TDMS02750,Critical,5.53,20,24.2,2,62.0,0.639,Immediate,74.0,4,4,0,1,0
TDMS02751,Critical,4.42,20,24.0,3,27.9,0.748,Immediate,71.8,4,4,0,1,0
TDMS02752,Medium,4.02,60,6.4,1,54.7,0.616,This_Month,50.1,2,2,0,1,0
TDMS02753,Critical,5.13,16,17.5,1,48.9,0.898,Immediate,72.3,4,4,0,1,0
TDMS02754,Critical,3.74,20,29.9,1,65.4,0.614,Immediate,83.4,4,4,0,1,0
TDMS02755,Critical,5.37,20,12.9,4,40.4,0.698,Immediate,78.2,4,4,0,1,0
TDMS02756,Medium,3.29,60,27.9,3,45.7,0.751,This_Month,49.0,2,2,0,1,0
TDMS02757,Critical,4.7,3,4.3,0,46.1,0.934,Immediate,71.5,4,4,0,1,0
TDMS02758,Medium,3.35,60,18.4,2,66.8,0.76,This_Month,54.9,2,2,0,1,0
TDMS02759,High,4.77,39,28.2,1,41.2,0.716,This_Week,63.2,3,3,0,1,0
TDMS02760,Critical,6.2,1,19.6,5,98.0,0.918,Immediate,72.1,4,4,0,1,0
TDMS02761,High,4.35,40,3.9,0,68.4,0.59,This_Week,73.3,3,3,0,1,0
TDMS02762,Medium,3.51,60,6.8,2,24.8,0.775,This_Month,53.5,2,2,0,1,0
TDMS02763,Critical,5.49,5,8.7,1,80.1,0.927,Immediate,73.7,4,4,0,1,0
TDMS02764,Medium,3.7,9,26.7,5,21.7,0.858,Programmed,31.7,2,1,0,1,0
TDMS02765,Critical,4.88,20,26.4,2,37.8,0.651,Immediate,89.0,4,4,0,1,0
TDMS02766,Medium,3.45,60,17.7,3,23.5,0.725,This_Month,58.5,2,2,0,1,0
TDMS02767,High,4.25,40,3.8,1,62.9,0.61,This_Week,63.5,3,3,0,1,0
TDMS02768,High,4.36,40,2.9,0,33.0,0.686,This_Month,54.7,3,2,0,1,0
TDMS02769,High,4.35,20,3.8,1,45.5,0.767,This_Month,45.8,3,2,0,1,0
TDMS02770,Medium,3.22,26,26.0,0,52.2,0.715,This_Month,45.4,2,2,0,1,0
TDMS02771,Critical,4.31,20,26.7,3,65.2,0.849,Immediate,77.5,4,4,0,1,0
TDMS02772,Critical,5.71,20,16.3,3,45.9,0.831,Immediate,76.9,4,4,0,1,0
TDMS02773,Critical,5.27,20,15.8,0,62.5,0.748,Immediate,72.4,4,4,0,1,0
TDMS02774,Medium,4.65,60,12.9,2,48.7,0.891,This_Month,45.0,2,2,0,1,0
TDMS02775,Critical,6.36,20,12.5,2,57.5,0.75,Immediate,73.8,4,4,0,1,0
TDMS02776,High,4.96,40,18.6,0,36.7,0.593,This_Week,65.3,3,3,0,1,0
TDMS02777,Medium,4.19,60,15.2,1,48.1,0.754,This_Month,43.2,2,2,0,1,0
TDMS02778,Critical,4.84,20,19.2,1,42.4,0.611,Immediate,72.2,4,4,0,1,0
TDMS02779,Medium,3.17,60,18.2,1,24.7,0.792,This_Month,45.1,2,2,0,1,0
TDMS02780,Critical,5.52,5,9.7,3,51.7,0.816,Immediate,67.9,4,4,0,1,0
TDMS02781,Medium,3.47,60,27.4,2,58.0,0.702,This_Month,55.6,2,2,0,1,0
TDMS02782,Medium,3.57,60,12.8,1,40.8,0.612,This_Month,51.0,2,2,0,1,0
TDMS02783,High,3.44,40,17.6,2,61.5,0.812,This_Week,65.7,3,3,0,1,0
TDMS02784,Medium,3.51,60,7.5,2,46.2,0.886,This_Month,52.9,2,2,0,1,0
TDMS02785,Medium,3.91,0,26.4,3,26.1,0.743,Programmed,36.1,2,1,0,1,0
TDMS02786,High,5.24,15,24.0,2,48.7,0.806,This_Month,48.0,3,2,0,1,0
TDMS02787,Critical,5.12,20,3.6,1,88.7,0.5,Immediate,73.8,4,4,0,1,0
TDMS02788,Medium,3.5,60,4.5,0,56.2,0.795,This_Month,42.2,2,2,0,1,0
TDMS02789,Medium,3.38,60,14.4,2,58.2,0.649,This_Month,50.2,2,2,0,1,0
TDMS02790,High,3.85,5,3.1,3,64.0,0.847,This_Month,57.4,3,2,0,1,0
TDMS02791,High,4.88,40,14.1,0,68.4,0.675,This_Week,61.6,3,3,0,1,0
TDMS02792,High,4.95,40,12.7,2,29.6,0.749,This_Week,63.0,3,3,0,1,0
TDMS02793,Critical,4.66,20,25.9,3,55.7,0.916,Immediate,75.3,4,4,0,1,0
TDMS02794,Critical,4.85,20,7.9,4,93.2,0.772,Immediate,75.1,4,4,0,1,0
TDMS02795,Medium,3.89,60,4.2,1,30.4,0.671,This_Month,47.6,2,2,0,1,0
TDMS02796,Medium,3.17,60,23.2,3,23.0,0.783,This_Month,45.5,2,2,0,1,0
TDMS02797,Medium,4.01,60,26.2,1,70.2,0.623,This_Month,50.7,2,2,0,1,0
TDMS02798,High,4.5,40,26.0,6,43.9,0.863,This_Week,63.7,3,3,0,1,0
TDMS02799,Medium,3.53,60,9.0,2,55.4,0.861,This_Month,53.8,2,2,0,1,0
TDMS02800,High,5.35,40,21.2,1,31.1,0.751,This_Week,64.4,3,3,0,1,0
TDMS02801,Critical,4.07,20,14.2,0,38.0,0.695,Immediate,80.1,4,4,0,1,0
TDMS02802,Critical,4.56,20,13.8,2,69.2,0.758,Immediate,71.0,4,4,0,1,0
TDMS02803,Medium,3.35,60,3.1,2,42.8,0.734,This_Month,51.9,2,2,0,1,0
TDMS02804,Critical,4.19,20,26.4,2,57.7,0.899,Immediate,75.0,4,4,0,1,0
TDMS02805,Medium,2.79,60,4.5,1,24.4,0.643,This_Month,44.0,2,2,0,1,0
TDMS02806,High,3.48,40,7.0,0,64.5,0.683,This_Week,67.6,3,3,0,1,0
TDMS02807,Medium,3.35,0,15.7,3,33.7,0.943,Programmed,26.8,2,1,0,1,0
TDMS02808,Medium,3.48,60,26.9,0,47.9,0.52,This_Month,43.2,2,2,0,1,0
TDMS02809,High,4.58,40,20.2,1,29.6,0.748,This_Month,57.0,3,2,0,1,0
TDMS02810,Critical,4.26,20,2.3,1,44.7,0.685,Immediate,66.4,4,4,0,1,0
TDMS02811,Medium,4.37,60,16.5,2,79.8,0.679,This_Month,42.2,2,2,0,1,0
TDMS02812,High,4.17,3,28.0,3,42.7,0.888,This_Month,53.0,3,2,0,1,0
TDMS02813,Medium,3.53,60,3.0,1,72.4,0.553,This_Month,52.8,2,2,0,1,0
TDMS02814,Critical,5.14,20,12.1,1,65.8,0.725,Immediate,72.9,4,4,0,1,0
TDMS02815,Critical,4.32,20,24.7,2,43.1,0.687,Immediate,71.6,4,4,0,1,0
TDMS02816,High,4.97,40,2.3,2,55.7,0.828,This_Week,64.6,3,3,0,1,0
TDMS02817,Medium,4.33,60,4.9,1,31.3,0.731,This_Month,42.6,2,2,0,1,0
TDMS02818,High,4.5,40,12.0,3,55.0,0.735,This_Month,58.8,3,2,0,1,0
TDMS02819,High,4.62,40,1.4,0,30.1,0.645,This_Week,64.5,3,3,0,1,0
TDMS02820,Medium,4.27,60,5.5,2,27.7,0.768,This_Month,50.6,2,2,0,1,0
TDMS02821,High,4.2,40,1.4,1,70.6,0.805,This_Week,68.3,3,3,0,1,0
TDMS02822,Medium,3.68,60,29.2,1,26.4,0.637,This_Month,42.6,2,2,0,1,0
TDMS02823,Medium,3.81,60,24.6,4,70.6,0.786,This_Month,41.3,2,2,0,1,0
TDMS02824,Critical,5.7,20,19.2,3,74.5,0.764,Immediate,73.0,4,4,0,1,0
TDMS02825,Medium,3.27,34,21.7,2,25.5,0.777,This_Month,43.4,2,2,0,1,0
TDMS02826,Critical,6.11,20,1.5,3,36.3,0.771,Immediate,75.8,4,4,0,1,0
TDMS02827,Critical,5.65,20,20.4,2,62.4,0.804,Immediate,73.3,4,4,0,1,0
TDMS02828,High,4.65,35,25.4,0,34.7,0.625,This_Month,54.3,3,2,0,1,0
TDMS02829,Critical,5.93,20,6.1,2,76.6,0.947,Immediate,68.9,4,4,0,1,0
TDMS02830,Critical,4.29,20,17.0,3,62.8,0.757,Immediate,82.1,4,4,0,1,0
TDMS02831,Medium,4.37,60,4.4,1,32.8,0.673,This_Month,55.2,2,2,0,1,0
TDMS02832,Medium,3.61,60,10.6,0,39.8,0.654,This_Month,53.1,2,2,0,1,0
TDMS02833,Critical,5.11,20,22.1,2,56.1,0.773,Immediate,72.9,4,4,0,1,0
TDMS02834,Medium,2.76,60,15.3,2,42.2,0.783,This_Month,47.3,2,2,0,1,0
TDMS02835,Critical,4.39,20,12.2,3,37.2,0.765,Immediate,73.2,4,4,0,1,0
TDMS02836,Medium,4.9,59,21.7,4,41.9,0.732,This_Month,52.6,2,2,0,1,0
TDMS02837,Medium,3.88,60,22.5,3,28.5,0.858,This_Month,50.5,2,2,0,1,0
TDMS02838,High,4.93,40,6.6,1,48.3,0.603,This_Week,62.3,3,3,0,1,0
TDMS02839,Medium,3.44,60,26.7,0,26.2,0.661,This_Month,56.2,2,2,0,1,0
TDMS02840,Critical,5.9,20,28.1,1,60.2,0.674,Immediate,81.5,4,4,0,1,0
TDMS02841,High,4.74,40,14.5,4,64.7,0.824,This_Week,60.5,3,3,0,1,0
TDMS02842,Critical,5.03,0,5.9,0,85.6,0.65,Immediate,72.0,4,4,0,1,0
TDMS02843,High,4.34,40,27.4,5,47.8,0.74,This_Week,63.0,3,3,0,1,0
TDMS02844,Critical,4.18,20,12.1,2,53.7,0.822,Immediate,73.2,4,4,0,1,0
TDMS02845,Medium,3.46,60,27.9,5,24.8,0.683,This_Month,58.1,2,2,0,1,0
TDMS02846,High,4.11,40,29.1,2,68.8,0.713,This_Week,66.0,3,3,0,1,0
TDMS02847,High,4.61,40,27.0,5,31.1,0.837,This_Week,66.0,3,3,0,1,0
TDMS02848,High,4.52,37,12.3,0,46.5,0.712,This_Month,56.7,3,2,0,1,0
TDMS02849,Critical,5.53,20,23.3,0,65.4,0.577,Immediate,76.3,4,4,0,1,0
TDMS02850,Medium,4.42,60,10.7,3,54.2,0.82,This_Month,58.4,2,2,0,1,0
TDMS02851,Critical,4.98,20,9.7,3,88.1,0.754,Immediate,85.2,4,4,0,1,0
TDMS02852,Medium,4.07,60,13.9,2,38.8,0.711,This_Month,56.0,2,2,0,1,0
TDMS02853,Medium,3.54,60,19.8,1,23.5,0.694,This_Month,55.7,2,2,0,1,0
TDMS02854,Medium,3.72,60,1.1,2,60.2,0.857,This_Month,44.9,2,2,0,1,0
TDMS02855,Medium,3.62,60,14.2,2,29.6,0.687,This_Month,50.2,2,2,0,1,0
TDMS02856,Medium,4.64,28,10.1,4,46.0,0.884,This_Month,40.8,2,2,0,1,0
TDMS02857,Critical,5.41,20,11.2,0,36.8,0.668,Immediate,73.3,4,4,0,1,0
TDMS02858,Medium,4.63,60,1.8,2,24.9,0.912,This_Month,57.0,2,2,0,1,0
TDMS02859,Critical,3.79,20,17.9,2,24.2,0.75,Immediate,72.3,4,4,0,1,0
TDMS02860,High,5.41,25,23.4,4,88.1,0.743,This_Month,59.0,3,2,0,1,0
TDMS02861,Medium,3.0,60,24.5,5,31.7,0.817,This_Month,50.8,2,2,0,1,0
TDMS02862,High,5.61,40,6.3,2,65.2,0.792,This_Month,52.9,3,2,0,1,0
TDMS02863,High,5.2,40,29.6,4,49.5,0.866,Immediate,75.2,3,4,0,1,0
