Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Corridor_ID,Asset_ID,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Latitude,Longitude,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Voltage_V,Current_A,Power_Load_MW,Wind_Speed_kmh,Weather_Condition,Component_Health,Traffic_Trains_Per_Day,Goods_Trains_Forecast,Route_Criticality,Overlapping_Engineering_Request,Overlapping_SNT_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Min,Joint_Block_Recommendation,Failure_Probability_72h,Remaining_Useful_Life_Hours,Priority_Score,Priority_Class,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
TDMS00803,KL-QGF,KL,QGF,63.57,Western Railway,Ratlam,CORR_011,TRD_CONTACT_WIRE_WEAR_F0803,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Manual_Inspection,24.232425,74.505593,14-03-2026,16-09-2026,17-09-2026,18-09-2026,5.49,4.97,20,10.8,16-04-2026,365,0,2211.6,220.9,54.9,21.6,Rainy,Faulty,72,15,HIGH,False,False,39.4,Immediate,Weekly,298,No,0.553,375.0,80.7,A,5.49,84.7,0.595
TDMS00804,RYJ-ON,RYJ,ON,15.23,South Eastern Railway,Kharagpur,CORR_003,TRD_TRANSFORMER_FAILURE_F0804,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Visual_Patrol,19.566071,87.400027,31-05-2026,15-09-2026,16-09-2026,17-09-2026,6.44,6.0,20,20.6,18-08-2025,90,3,2102.2,235.4,46.6,15.5,Windstorm,Faulty,52,21,MEDIUM,False,False,41.2,Immediate,Weekly,360,No,0.745,248.7,78.2,A,6.44,93.4,0.742
TDMS00805,ESVT-LIML,ESVT,LIML,15.6,South Central Railway,Guntakal,CORR_007,TRD_INSULATION_FAULT_F0805,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Medium,Manual_Inspection,13.965277,75.30155,19-07-2025,09-09-2026,09-09-2026,12-09-2026,4.25,4.27,60,1.7,19-06-2026,90,1,2260.3,184.0,47.9,14.3,Windstorm,Normal,44,18,LOW,False,True,47.7,This_Month,Monthly,256,No,0.21,699.3,46.0,C,4.25,54.9,0.604
TDMS00806,VUH-YGOM,VUH,YGOM,40.44,South Central Railway,Guntur,CORR_007,TRD_OVERHEATING_F0806,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Visual_Patrol,14.817452,80.056401,03-09-2025,12-09-2026,12-09-2026,13-09-2026,4.55,5.27,20,3.3,09-09-2025,365,1,2293.4,245.8,49.4,19.3,Clear,Faulty,66,23,LOW,True,False,51.6,Immediate,Weekly,316,No,0.679,224.4,65.6,B,4.55,95.0,0.5
TDMS00807,VXC-IL,VXC,IL,51.65,South Central Railway,Secunderabad,CORR_012,TRD_VOLTAGE_FLUCTUATION_F0807,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Medium,Manual_Inspection,18.978831,79.999188,09-07-2026,11-09-2026,11-09-2026,14-09-2026,2.88,3.38,35,13.8,05-01-2026,365,2,1916.3,219.7,53.7,23.0,Thunderstorm,Normal,44,28,HIGH,False,False,25.2,This_Month,Monthly,203,No,0.215,619.3,45.1,C,2.88,52.3,0.579
TDMS00808,GDEH-MBGG,GDEH,MBGG,48.0,Eastern Railway,Malda,CORR_004,TRD_LINE_BREAKAGE_F0808,OHE_CONTACT_LINE,Line Breakage,Medium,Manual_Inspection,29.179794,87.420187,01-08-2026,09-09-2026,09-09-2026,12-09-2026,3.31,3.48,12,18.1,01-08-2026,180,4,2220.6,246.4,50.0,13.8,Clear,Normal,34,16,MEDIUM,True,False,64.5,Programmed,Monthly,209,Yes,0.324,622.4,31.2,C,3.31,51.7,0.793
TDMS00809,INKNS-ZEJ,INKNS,ZEJ,44.64,Southern Railway,Chennai,CORR_001,TRD_VOLTAGE_FLUCTUATION_F0809,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Medium,Sensor_Alert,9.062025,88.079077,17-03-2026,03-09-2026,04-09-2026,07-09-2026,2.97,2.67,60,16.1,07-09-2025,90,1,1835.1,189.2,46.9,21.9,Snowy,Normal,36,29,MEDIUM,False,False,22.5,This_Month,Monthly,160,No,0.174,670.1,48.2,C,2.97,53.4,0.799
TDMS00810,HGEP-DORB,HGEP,DORB,107.39,South Eastern Railway,Ranchi,CORR_004,TRD_LINE_BREAKAGE_F0810,OHE_CONTACT_LINE,Line Breakage,High,Visual_Patrol,23.313176,83.859186,26-07-2025,03-09-2026,04-09-2026,06-09-2026,5.13,4.53,40,4.9,18-08-2026,180,0,1853.9,214.3,53.3,11.7,Thunderstorm,Overheated,73,9,HIGH,False,True,58.0,This_Week,Weekly,272,Yes,0.377,497.5,65.1,B,5.13,75.8,0.702
TDMS00811,BX-LBW,BX,LBW,75.72,Southern Railway,Chennai,CORR_003,TRD_TRANSFORMER_FAILURE_F0811,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Manual_Inspection,8.428521,85.636865,14-03-2026,10-09-2026,11-09-2026,14-09-2026,4.65,4.25,60,8.4,07-02-2026,180,0,1965.5,186.4,50.9,16.4,Thunderstorm,Normal,20,28,LOW,False,False,30.0,This_Month,Monthly,255,No,0.131,728.6,43.4,C,4.65,65.0,0.62
TDMS00812,FRLW-IMQV,FRLW,IMQV,48.21,South Central Railway,Vijayawada,CORR_006,TRD_CONTACT_WIRE_WEAR_F0812,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Manual_Inspection,15.49359,84.739474,29-05-2026,10-09-2026,10-09-2026,11-09-2026,4.03,4.47,20,28.6,06-10-2025,90,2,2240.7,246.8,50.4,23.0,Clear,Faulty,54,26,LOW,False,False,52.5,Immediate,Weekly,268,No,0.753,229.9,79.2,A,4.03,96.1,0.837
TDMS00813,RV-MEA,RV,MEA,61.46,South Eastern Railway,Chakradharpur,CORR_006,TRD_CONTACT_WIRE_WEAR_F0813,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Sensor_Alert,22.803041,85.1177,12-07-2025,11-09-2026,11-09-2026,14-09-2026,2.65,2.93,60,15.9,31-08-2025,365,1,1973.6,186.9,53.7,10.8,Rainy,Normal,47,11,HIGH,True,False,54.8,This_Month,Monthly,176,No,0.151,720.7,49.8,C,2.65,60.1,0.659
TDMS00814,CY-YZH,CY,YZH,18.77,Western Railway,Ahmedabad,CORR_008,TRD_LINE_BREAKAGE_F0814,OHE_CONTACT_LINE,Line Breakage,High,Sensor_Alert,27.399434,70.708429,09-05-2026,15-09-2026,15-09-2026,17-09-2026,4.92,4.93,40,6.4,07-08-2026,90,0,1887.5,218.2,52.7,28.0,Snowy,Overheated,79,30,MEDIUM,False,False,37.9,This_Week,Weekly,296,No,0.374,499.8,64.8,B,4.92,75.8,0.77
TDMS00815,LF-CLR,LF,CLR,66.51,South Eastern Railway,Adra,CORR_011,TRD_INSULATION_FAULT_F0815,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,High,Thermal_Drone,23.229896,87.015207,18-06-2026,09-09-2026,10-09-2026,12-09-2026,4.34,4.0,40,8.0,23-09-2025,365,3,2209.5,209.4,47.5,13.2,Snowy,Overheated,30,27,HIGH,False,False,41.7,This_Week,Weekly,240,No,0.62,363.5,72.0,B,4.34,72.1,0.797
TDMS00816,SO-EDV,SO,EDV,19.91,Northern Railway,Delhi,CORR_009,TRD_CONTACT_WIRE_WEAR_F0816,OHE_CONTACT_LINE,Contact Wire Wear,High,Sensor_Alert,25.856067,77.28339,06-10-2025,05-09-2026,06-09-2026,08-09-2026,4.94,4.45,40,29.7,04-10-2025,365,3,2087.2,239.5,52.8,17.5,Rainy,Overheated,77,16,MEDIUM,True,False,52.1,This_Week,Weekly,267,No,0.485,390.9,66.7,B,4.94,80.8,0.685
TDMS00817,HI-QFAR,HI,QFAR,15.8,Southern Railway,Palakkad,CORR_003,TRD_OIL_LEAKAGE_F0817,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Critical,Sensor_Alert,8.46975,73.629116,07-03-2026,12-09-2026,13-09-2026,14-09-2026,4.59,4.3,20,20.1,23-12-2025,365,1,2199.0,249.2,45.7,23.5,Windstorm,Faulty,40,18,HIGH,False,False,53.8,Immediate,Weekly,258,No,0.757,234.1,80.7,A,4.59,96.9,0.734
TDMS00818,GHWM-MF,GHWM,MF,70.76,South Eastern Railway,Chakradharpur,CORR_012,TRD_TRANSFORMER_FAILURE_F0818,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Visual_Patrol,21.237808,84.185832,18-08-2026,10-09-2026,11-09-2026,13-09-2026,4.63,4.28,5,10.6,21-10-2025,365,1,2135.3,238.2,47.3,17.2,Thunderstorm,Overheated,67,9,MEDIUM,False,False,29.5,This_Month,Monthly,257,No,0.433,504.1,43.0,C,4.63,66.4,0.615
TDMS00819,ESBKA-VBPL,ESBKA,VBPL,30.48,Northern Railway,Delhi,CORR_004,TRD_CONTACT_WIRE_WEAR_F0819,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Manual_Inspection,28.424848,75.232784,15-06-2026,07-09-2026,08-09-2026,11-09-2026,4.13,3.78,59,14.7,02-08-2026,90,1,2117.6,194.5,52.0,19.7,Snowy,Normal,69,12,HIGH,True,False,45.1,This_Month,Monthly,227,No,0.212,656.0,54.5,B,4.13,55.8,0.59
TDMS00820,ESE-MCB,ESE,MCB,1.41,South Eastern Railway,Ranchi,CORR_002,TRD_LINE_BREAKAGE_F0820,OHE_CONTACT_LINE,Line Breakage,Medium,Thermal_Drone,22.752537,83.640212,20-10-2025,07-09-2026,08-09-2026,11-09-2026,3.96,3.72,60,28.1,31-08-2025,365,1,2007.9,203.6,46.0,26.4,Rainy,Normal,35,17,HIGH,False,False,24.5,This_Month,Monthly,223,No,0.21,632.1,57.3,B,3.96,56.2,0.646
TDMS00821,PWEN-QTT,PWEN,QTT,26.11,Northern Railway,Lucknow,CORR_005,TRD_TRANSFORMER_FAILURE_F0821,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Sensor_Alert,33.580943,86.0922,29-08-2026,15-09-2026,15-09-2026,17-09-2026,3.5,4.08,0,6.7,24-01-2026,90,2,2231.7,187.6,50.6,18.4,Thunderstorm,Overheated,48,29,HIGH,False,False,33.9,This_Month,Monthly,245,No,0.511,422.2,56.1,B,3.5,71.7,0.96
TDMS00822,AX-HQRM,AX,HQRM,85.97,Western Railway,Ahmedabad,CORR_011,TRD_OVERHEATING_F0822,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Thermal_Drone,26.882653,73.303546,07-05-2026,03-09-2026,03-09-2026,06-09-2026,3.03,3.25,60,14.6,20-08-2026,365,1,2188.6,248.0,50.0,10.4,Thunderstorm,Normal,31,23,MEDIUM,False,False,38.6,This_Month,Monthly,195,No,0.217,672.0,51.1,B,3.03,57.8,0.64
TDMS00823,YZ-KOB,YZ,KOB,77.87,Central Railway,Nagpur,CORR_011,TRD_TRANSFORMER_FAILURE_F0823,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Manual_Inspection,21.894778,81.243637,05-11-2025,07-09-2026,08-09-2026,11-09-2026,3.81,3.4,60,9.2,18-10-2025,180,0,1914.9,191.4,47.8,25.5,Rainy,Normal,44,17,HIGH,False,False,32.3,This_Month,Monthly,204,No,0.162,728.7,55.1,B,3.81,58.0,0.687
TDMS00824,FS-MX,FS,MX,71.46,Central Railway,Solapur,CORR_009,TRD_SAGGING_F0824,OHE_CONTACT_LINE,Sagging,Critical,Visual_Patrol,17.774998,75.411409,11-12-2025,09-09-2026,09-09-2026,10-09-2026,4.21,4.8,20,21.0,08-06-2026,365,3,2109.2,181.8,50.4,11.1,Snowy,Faulty,21,8,MEDIUM,False,False,49.9,Immediate,Weekly,288,No,0.704,214.3,74.9,B,4.21,87.4,0.59
TDMS00825,XEPR-QK,XEPR,QK,14.74,South Eastern Railway,Ranchi,CORR_010,TRD_OVERHEATING_F0825,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Sensor_Alert,22.110365,82.701215,16-11-2025,08-09-2026,08-09-2026,09-09-2026,4.55,4.63,20,11.5,19-03-2026,180,2,2093.0,246.2,51.7,15.5,Thunderstorm,Faulty,62,29,MEDIUM,False,False,37.2,Immediate,Weekly,278,No,0.719,287.1,77.8,A,4.55,94.0,0.929
TDMS00826,NGZQ-LJMOJ,NGZQ,LJMOJ,79.35,Western Railway,Rajkot,CORR_012,TRD_TRANSFORMER_FAILURE_F0826,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,20.582746,70.574373,10-09-2025,04-09-2026,05-09-2026,07-09-2026,5.13,5.02,40,22.4,06-12-2025,365,3,2284.9,207.0,50.8,29.8,Thunderstorm,Overheated,51,7,LOW,False,False,30.7,This_Month,Monthly,301,No,0.449,399.2,59.0,B,5.13,77.4,0.619
TDMS00827,RJR-CHK,RJR,CHK,22.85,Southern Railway,Chennai,CORR_008,TRD_LINE_BREAKAGE_F0827,OHE_CONTACT_LINE,Line Breakage,High,Sensor_Alert,12.387136,88.176128,13-03-2026,07-09-2026,08-09-2026,10-09-2026,4.07,3.73,40,2.4,31-03-2026,90,1,2175.5,194.7,46.0,15.3,Clear,Overheated,72,26,MEDIUM,False,False,29.2,This_Week,Weekly,224,No,0.447,428.3,61.2,B,4.07,74.9,0.722
TDMS00828,GT-SHE,GT,SHE,73.73,Southern Railway,Palakkad,CORR_009,TRD_CIRCUIT_BREAKER_TRIP_F0828,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,High,Manual_Inspection,8.571746,70.618547,13-10-2025,03-09-2026,04-09-2026,06-09-2026,4.91,4.6,40,25.8,28-05-2026,365,2,1804.6,186.3,53.9,13.4,Windstorm,Overheated,32,8,MEDIUM,True,False,67.9,This_Month,Monthly,276,Yes,0.439,459.4,56.2,B,4.91,71.8,0.675
TDMS00829,FQ-RLWB,FQ,RLWB,51.88,Central Railway,Mumbai CST,CORR_006,TRD_OVERHEATING_F0829,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Sensor_Alert,14.573298,71.236753,10-11-2025,07-09-2026,08-09-2026,11-09-2026,4.17,3.75,60,12.8,09-06-2026,90,2,2230.0,210.7,50.5,29.1,Thunderstorm,Normal,54,25,LOW,False,False,17.9,This_Month,Monthly,225,No,0.212,621.7,42.1,C,4.17,61.2,0.825
TDMS00830,KCXC-FH,KCXC,FH,64.76,Eastern Railway,Sealdah,CORR_005,TRD_CONTACT_WIRE_WEAR_F0830,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Manual_Inspection,22.632616,88.678881,15-03-2026,03-09-2026,04-09-2026,05-09-2026,6.06,5.35,20,9.8,27-11-2025,90,1,2105.2,185.8,53.0,12.0,Clear,Faulty,20,25,MEDIUM,False,False,50.3,Immediate,Weekly,321,No,0.579,351.8,68.6,B,6.06,92.9,0.628
TDMS00831,LDLXR-MBV,LDLXR,MBV,33.24,Central Railway,Nagpur,CORR_001,TRD_TRANSFORMER_FAILURE_F0831,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Sensor_Alert,21.468628,79.239561,09-12-2025,13-09-2026,13-09-2026,16-09-2026,3.69,3.73,60,13.2,04-02-2026,365,0,2251.9,235.6,47.5,21.7,Rainy,Normal,40,24,HIGH,True,False,58.0,This_Month,Monthly,224,Yes,0.222,647.6,57.8,B,3.69,56.4,0.63
TDMS00832,PYYDX-BVQN,PYYDX,BVQN,106.66,Northern Railway,Lucknow,CORR_010,TRD_CONTACT_WIRE_WEAR_F0832,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Manual_Inspection,27.978691,84.419562,17-07-2025,14-09-2026,14-09-2026,17-09-2026,3.45,4.0,60,15.0,07-11-2025,180,3,1958.4,207.9,54.9,26.1,Thunderstorm,Normal,55,25,HIGH,False,True,33.4,This_Month,Monthly,240,No,0.216,586.8,51.1,B,3.45,59.6,0.732
TDMS00833,WUTQH-DXX,WUTQH,DXX,46.2,South Central Railway,Vijayawada,CORR_009,TRD_SAGGING_F0833,OHE_CONTACT_LINE,Sagging,Medium,Thermal_Drone,17.262582,83.105625,30-09-2025,05-09-2026,06-09-2026,09-09-2026,3.52,3.35,60,7.7,20-02-2026,365,1,2213.0,200.3,49.4,14.0,Windstorm,Normal,43,26,HIGH,False,False,28.0,This_Month,Monthly,201,No,0.171,682.7,57.0,B,3.52,57.9,0.63
TDMS00834,HF-JARSI,HF,JARSI,36.39,Eastern Railway,Malda,CORR_006,TRD_TRANSFORMER_FAILURE_F0834,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Visual_Patrol,26.512576,88.919635,19-09-2025,08-09-2026,09-09-2026,10-09-2026,6.07,5.47,20,27.5,19-06-2026,90,3,2038.7,218.1,46.0,26.6,Clear,Faulty,23,25,MEDIUM,False,True,64.2,Immediate,Weekly,328,Yes,0.665,255.1,74.0,B,6.07,94.3,0.763
TDMS00835,WA-AZTBT,WA,AZTBT,37.83,South Eastern Railway,Adra,CORR_002,TRD_TRANSFORMER_FAILURE_F0835,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Thermal_Drone,23.191942,86.855326,18-11-2025,09-09-2026,10-09-2026,13-09-2026,4.04,3.55,60,6.1,11-07-2026,90,1,2268.2,240.0,46.3,16.9,Thunderstorm,Normal,48,23,MEDIUM,False,False,29.2,This_Month,Monthly,213,No,0.175,580.0,43.5,C,4.04,55.2,0.796
TDMS00836,WNUEH-RYP,WNUEH,RYP,6.06,Northern Railway,Ferozpur,CORR_009,TRD_TRANSFORMER_FAILURE_F0836,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Visual_Patrol,30.126522,73.162201,13-12-2025,08-09-2026,09-09-2026,10-09-2026,4.71,4.68,20,24.6,06-02-2026,90,2,1907.0,211.1,51.5,10.7,Rainy,Faulty,50,28,MEDIUM,True,False,69.8,Immediate,Weekly,281,Yes,0.66,224.5,75.5,A,4.71,97.6,0.704
TDMS00837,QT-YWHOC,QT,YWHOC,44.08,Southern Railway,Chennai,CORR_010,TRD_SAGGING_F0837,OHE_CONTACT_LINE,Sagging,Medium,Visual_Patrol,8.706147,86.915894,23-09-2025,08-09-2026,08-09-2026,11-09-2026,4.28,4.5,60,15.7,11-12-2025,90,5,2007.5,242.1,49.9,23.0,Windstorm,Normal,53,12,HIGH,False,False,37.5,This_Week,Weekly,270,No,0.348,455.1,65.1,B,4.28,61.3,0.798
TDMS00838,JLZK-RG,JLZK,RG,106.64,South Central Railway,Guntakal,CORR_001,TRD_TRANSFORMER_FAILURE_F0838,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Sensor_Alert,14.07824,75.624196,26-08-2025,12-09-2026,12-09-2026,13-09-2026,3.85,4.27,20,20.9,26-08-2026,365,3,1939.0,194.6,50.4,24.4,Snowy,Faulty,26,5,MEDIUM,False,False,51.1,Immediate,Weekly,256,No,0.664,281.3,77.8,A,3.85,88.6,0.729
TDMS00839,VE-GP,VE,GP,103.7,Western Railway,Rajkot,CORR_009,TRD_CIRCUIT_BREAKER_TRIP_F0839,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,High,Manual_Inspection,22.848763,71.565173,27-03-2026,06-09-2026,07-09-2026,09-09-2026,4.75,4.45,40,16.5,22-08-2025,365,0,1931.8,237.4,52.2,28.6,Thunderstorm,Overheated,75,8,MEDIUM,False,False,38.0,This_Week,Weekly,267,No,0.451,497.7,65.0,B,4.75,71.8,0.517
TDMS00840,OQIA-OQ,OQIA,OQ,116.36,Western Railway,Ratlam,CORR_007,TRD_VOLTAGE_FLUCTUATION_F0840,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Medium,Manual_Inspection,25.046715,75.345824,20-05-2026,08-09-2026,09-09-2026,12-09-2026,3.33,3.3,60,11.5,29-01-2026,90,4,2153.7,198.0,54.1,12.0,Clear,Normal,21,8,HIGH,True,False,61.7,This_Month,Monthly,198,Yes,0.174,695.2,55.6,B,3.33,56.8,0.782
TDMS00841,CUYW-SJWFW,CUYW,SJWFW,90.26,Northern Railway,Ferozpur,CORR_003,TRD_OVERHEATING_F0841,TRACTION_POWER_EQUIPMENT,Overheating,High,Visual_Patrol,29.293998,74.045171,15-02-2026,16-09-2026,17-09-2026,19-09-2026,5.36,5.05,40,20.0,09-05-2026,90,4,1802.4,190.4,50.0,23.7,Thunderstorm,Overheated,66,27,MEDIUM,False,False,29.0,This_Week,Weekly,303,No,0.537,396.9,64.4,B,5.36,81.8,0.781
TDMS00842,RCQBN-FJMR,RCQBN,FJMR,20.43,Western Railway,Ahmedabad,CORR_008,TRD_LINE_BREAKAGE_F0842,OHE_CONTACT_LINE,Line Breakage,Medium,Manual_Inspection,24.521717,71.94974,22-03-2026,12-09-2026,13-09-2026,16-09-2026,3.43,3.18,60,7.5,21-05-2026,180,1,1894.3,212.4,49.7,24.5,Snowy,Normal,45,6,MEDIUM,False,False,27.3,This_Month,Monthly,191,No,0.134,675.2,42.6,C,3.43,57.0,0.668
TDMS00843,KM-RCMKX,KM,RCMKX,25.19,Northern Railway,Lucknow,CORR_003,TRD_VOLTAGE_FLUCTUATION_F0843,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Medium,Sensor_Alert,30.9813,85.286645,16-06-2026,03-09-2026,03-09-2026,06-09-2026,3.25,3.37,58,19.0,20-09-2025,90,3,2290.0,216.1,53.4,25.1,Snowy,Normal,69,27,MEDIUM,True,False,56.8,This_Month,Monthly,202,Yes,0.177,702.9,46.6,C,3.25,60.6,0.92
TDMS00844,CUS-LR,CUS,LR,93.75,Central Railway,Pune,CORR_003,TRD_CONTACT_WIRE_WEAR_F0844,OHE_CONTACT_LINE,Contact Wire Wear,High,Visual_Patrol,16.646506,74.067865,05-11-2025,11-09-2026,11-09-2026,13-09-2026,4.03,4.32,40,20.5,29-04-2026,90,2,1861.0,227.2,50.0,12.8,Windstorm,Overheated,60,17,HIGH,False,True,62.8,This_Week,Weekly,259,Yes,0.438,423.2,64.9,B,4.03,78.4,0.702
TDMS00845,BGWDS-ZBTP,BGWDS,ZBTP,82.49,Northern Railway,Lucknow,CORR_012,TRD_VOLTAGE_FLUCTUATION_F0845,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Manual_Inspection,27.866209,83.960995,17-05-2026,07-09-2026,07-09-2026,09-09-2026,3.83,4.2,40,10.7,15-02-2026,180,2,2293.9,225.5,51.2,11.4,Clear,Overheated,65,21,MEDIUM,False,False,32.8,This_Week,Weekly,252,No,0.42,364.1,67.8,B,3.83,80.0,0.762
TDMS00846,WUU-TURLN,WUU,TURLN,91.76,Central Railway,Nagpur,CORR_009,TRD_INSULATION_FAULT_F0846,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,High,Sensor_Alert,19.879991,81.897721,11-07-2026,10-09-2026,11-09-2026,13-09-2026,4.91,4.43,40,23.9,04-02-2026,90,1,1910.0,222.3,53.6,18.6,Thunderstorm,Overheated,58,27,HIGH,False,False,39.6,This_Week,Weekly,266,No,0.463,402.7,68.6,B,4.91,73.8,0.663
TDMS00847,MSD-OXPLN,MSD,OXPLN,32.44,South Central Railway,Guntakal,CORR_004,TRD_TRANSFORMER_FAILURE_F0847,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Visual_Patrol,16.08462,76.308639,11-11-2025,09-09-2026,10-09-2026,11-09-2026,5.36,4.8,20,26.0,06-02-2026,90,0,2177.5,215.5,53.1,23.2,Clear,Faulty,50,30,MEDIUM,False,False,46.0,Immediate,Weekly,288,No,0.647,401.8,70.9,B,5.36,82.7,0.642
TDMS00848,OSR-KLZKE,OSR,KLZKE,104.87,South Central Railway,Guntur,CORR_009,TRD_TRANSFORMER_FAILURE_F0848,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Sensor_Alert,15.387546,81.025258,03-01-2026,13-09-2026,13-09-2026,16-09-2026,4.11,4.12,60,6.4,20-05-2026,365,1,2041.3,215.2,50.9,10.7,Snowy,Normal,22,7,HIGH,False,False,16.2,This_Month,Monthly,247,No,0.23,624.9,53.3,B,4.11,60.8,0.598
TDMS00849,SDWF-AK,SDWF,AK,79.07,Northern Railway,Moradabad,CORR_008,TRD_INSULATION_FAULT_F0849,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,Medium,Manual_Inspection,27.000626,78.617636,11-09-2025,14-09-2026,14-09-2026,17-09-2026,3.69,3.8,60,2.9,29-01-2026,90,3,1970.4,232.7,47.7,17.5,Windstorm,Normal,36,25,MEDIUM,False,True,54.5,This_Month,Monthly,228,No,0.245,561.0,51.7,B,3.69,62.2,0.761
TDMS00850,XTBEW-XLQC,XTBEW,XLQC,80.76,Northern Railway,Moradabad,CORR_010,TRD_TRANSFORMER_FAILURE_F0850,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Thermal_Drone,33.623952,80.921296,15-12-2025,07-09-2026,07-09-2026,08-09-2026,4.44,4.73,20,8.9,24-08-2026,90,1,1831.4,219.9,45.9,19.2,Windstorm,Faulty,58,13,MEDIUM,False,False,46.7,Immediate,Weekly,284,No,0.719,251.0,75.4,A,4.44,92.4,0.761
TDMS00851,DBBDI-MWTP,DBBDI,MWTP,48.53,South Central Railway,Guntakal,CORR_004,TRD_OIL_LEAKAGE_F0851,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Critical,Sensor_Alert,13.743392,77.424822,09-08-2025,10-09-2026,11-09-2026,12-09-2026,4.8,4.32,20,9.1,12-03-2026,90,0,2240.1,197.3,54.0,28.2,Windstorm,Faulty,31,30,MEDIUM,True,False,64.9,Immediate,Weekly,259,Yes,0.622,288.9,76.3,A,4.8,97.1,0.75
TDMS00852,ZZN-VHHA,ZZN,VHHA,31.19,Northern Railway,Lucknow,CORR_001,TRD_LINE_BREAKAGE_F0852,OHE_CONTACT_LINE,Line Breakage,High,Visual_Patrol,31.713851,84.339041,24-10-2025,09-09-2026,10-09-2026,12-09-2026,4.68,4.5,40,22.8,27-10-2025,90,2,2268.7,188.1,45.1,26.3,Snowy,Overheated,34,15,HIGH,False,False,33.6,This_Week,Weekly,270,No,0.485,406.2,65.5,B,4.68,81.2,0.71
TDMS00853,BAPL-ZUZNC,BAPL,ZUZNC,67.67,Central Railway,Bhusawal,CORR_012,TRD_LINE_BREAKAGE_F0853,OHE_CONTACT_LINE,Line Breakage,Medium,Manual_Inspection,21.868089,75.425015,10-05-2026,12-09-2026,12-09-2026,15-09-2026,3.31,3.83,60,1.8,13-08-2026,365,2,1871.1,225.4,47.0,20.5,Clear,Normal,20,29,HIGH,False,False,25.4,This_Month,Monthly,230,No,0.282,660.9,55.4,B,3.31,50.1,0.707
TDMS00854,RFV-STLG,RFV,STLG,34.38,Southern Railway,Chennai,CORR_003,TRD_SAGGING_F0854,OHE_CONTACT_LINE,Sagging,Medium,Thermal_Drone,8.853089,87.350142,23-07-2025,09-09-2026,10-09-2026,13-09-2026,4.6,4.0,60,9.0,27-12-2025,365,1,1937.7,234.9,46.6,23.6,Thunderstorm,Normal,69,9,MEDIUM,False,True,50.8,This_Month,Monthly,240,No,0.256,593.6,51.2,B,4.6,61.3,0.706
