Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Latitude,Longitude,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Passenger_vs_Goods_Ratio,Available_Block_Window_Hours,Corridor_Criticality,Upcoming_Special_Traffic,Overlapping_SNT_Request,Overlapping_TD_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
DEF01215,MUD-DXH,MUD,DXH,1.3,South Central Railway,Secunderabad,18.300667,78.88178,Ballast,Ballast Degradation,Medium,Manual Patrol,25-06-2026,12-09-2026,12-09-2026,15-09-2026,9.0,10.3,41,32.6,14-06-2026,90,4,8,0.7,12.57,Trunk,False,False,False,0.04,Immediate,Weekly,10.3,No,45.3,9.0,44.3,0.73
DEF01216,UMR-KMZ,UMR,KMZ,40.51,Central Railway,Solapur,19.031692,75.749828,Sleeper,Sleeper Displacement,Low,Manual Patrol,30-07-2025,14-09-2026,14-09-2026,19-09-2026,3.1,3.7,329,43.7,18-04-2026,90,7,6,0.61,14.65,Trunk,False,False,False,0.2,Immediate,Weekly,3.7,No,46.4,3.1,55.4,0.85
DEF01217,NAD-UJN,NAD,UJN,41.19,South Central Railway,Secunderabad,18.646855,79.57884,Rail,Rail Wear,Low,Manual Patrol,07-10-2025,14-09-2026,14-09-2026,19-09-2026,5.5,6.3,225,13.3,24-06-2026,90,3,33,0.87,4.88,Trunk,True,False,False,0.08,Immediate,Weekly,6.3,No,44.1,5.5,47.3,0.86
DEF01218,MGS-BHBV,MGS,BHBV,0.01,Southern Railway,Palakkad,11.109274,76.914276,Sleeper,Sleeper Displacement,Medium,Manual Patrol,09-09-2025,03-09-2026,03-09-2026,06-09-2026,4.0,5.1,342,4.4,24-06-2026,60,0,2,0.87,19.83,Branch,False,True,False,0.51,Immediate,Weekly,5.1,No,38.4,4.0,41.3,0.72
DEF01219,ANH-BCJ,ANH,BCJ,7.58,South Eastern Railway,Kharagpur,16.050241,87.27911,Point & Crossing,Crossing Wear,Medium,Manual Patrol,11-01-2026,02-09-2026,02-09-2026,05-09-2026,5.6,6.4,207,10.9,16-07-2026,30,1,4,0.88,12.43,Trunk,False,False,True,0.61,Immediate,Weekly,6.4,Yes,49.8,5.6,53.5,0.75
DEF01220,KIN-COR,KIN,COR,21.73,Southern Railway,Tiruchirapalli,11.140514,79.168787,Level Crossing,Loose/Cracked Fish Plate,Medium,Manual Patrol,17-03-2026,08-09-2026,08-09-2026,11-09-2026,4.0,5.5,136,40.2,14-01-2026,180,3,6,0.72,7.18,Trunk,False,False,False,0.19,Immediate,Weekly,5.5,No,54.4,4.0,57.9,0.9
DEF01221,CHL-GNRL,CHL,GNRL,4.99,South Eastern Railway,Chakradharpur,18.25052,85.058758,Rail,Internal Flaw (UFD),Critical,UFD,29-06-2026,07-09-2026,07-09-2026,08-09-2026,6.6,7.6,59,16.0,20-05-2026,90,3,9,0.65,9.92,Trunk,False,False,True,0.78,Immediate,Weekly,7.6,Yes,80.1,6.6,82.9,0.83
DEF01222,BNLW-DPA,BNLW,DPA,50.7,Western Railway,Ratlam,24.201287,73.998721,Ballast,Ballast Degradation,Low,Manual Patrol,20-09-2025,03-09-2026,03-09-2026,08-09-2026,5.5,7.0,273,29.6,12-06-2026,90,9,12,0.59,7.0,Trunk,True,False,False,0.06,Immediate,Weekly,7.0,No,59.8,5.5,60.1,0.94
DEF01223,NKM-RNC,NKM,RNC,1.37,South Central Railway,Guntakal,13.908152,76.432275,Bridge,Deck Slab Crack,Medium,Manual Patrol,12-12-2025,03-09-2026,03-09-2026,06-09-2026,10.0,11.2,236,28.6,01-02-2026,180,5,12,0.7,9.5,Trunk,False,False,False,0.05,Immediate,Weekly,11.2,No,61.3,10.0,62.0,0.71
DEF01224,LAN-SMLA,LAN,SMLA,1.66,South Central Railway,Vijayawada,17.206354,80.985407,Point & Crossing,Crossing Wear,Critical,UFD,03-03-2026,09-09-2026,09-09-2026,10-09-2026,7.7,8.7,178,8.0,24-06-2026,90,0,4,0.56,9.93,Trunk,False,True,False,0.53,Immediate,Weekly,8.7,No,72.4,7.7,68.5,0.96
DEF01225,AWB-MKDD,AWB,MKDD,5.12,South Eastern Railway,Chakradharpur,20.586475,83.732371,Point & Crossing,Crossing Wear,High,Manual Patrol,17-07-2026,08-09-2026,08-09-2026,10-09-2026,6.1,7.0,37,44.4,31-07-2026,60,2,8,0.79,7.0,Trunk,False,False,False,0.28,Immediate,Weekly,7.0,No,66.9,6.1,68.4,0.76
DEF01226,SBO-LMM,SBO,LMM,0.94,South Eastern Railway,Chakradharpur,19.935036,83.427886,Level Crossing,Loose/Cracked Fish Plate,Medium,UFD,20-07-2026,06-09-2026,06-09-2026,09-09-2026,3.0,4.0,17,9.6,01-07-2026,90,0,7,0.77,7.3,Trunk,False,False,False,0.11,This Week,Weekly,4.0,No,26.7,3.0,23.9,0.82
DEF01227,BNTL-KBPR,BNTL,KBPR,15.92,South Eastern Railway,Chakradharpur,18.772477,85.168597,Point & Crossing,Crossing Wear,Critical,TRC Survey,22-12-2025,09-09-2026,09-09-2026,10-09-2026,8.0,9.0,250,44.5,03-08-2026,90,9,4,0.74,14.25,Trunk,True,True,False,0.58,Immediate,Weekly,9.0,No,94.8,8.0,86.2,0.79
DEF01228,ABR-SOH,ABR,SOH,18.32,South Central Railway,Vijayawada,16.256062,85.869764,Rail,Corrugation,High,Manual Patrol,02-09-2025,05-09-2026,05-09-2026,07-09-2026,8.1,9.5,353,29.7,09-05-2026,60,1,14,0.56,5.05,Trunk,False,True,False,0.51,Immediate,Weekly,9.5,No,67.2,8.1,68.0,0.76
DEF01229,BUD-VGI,BUD,VGI,5.57,Central Railway,Nagpur,21.978426,79.072575,Level Crossing,Loose/Cracked Fish Plate,Medium,Manual Patrol,19-07-2026,10-09-2026,10-09-2026,13-09-2026,5.3,6.8,16,10.7,16-05-2026,60,0,36,0.71,3.7,Trunk,False,False,True,0.83,This Week,Weekly,6.8,Yes,33.2,5.3,32.0,0.71
DEF01230,GNT-NRT,GNT,NRT,20.46,South Central Railway,Guntakal,15.337224,77.602864,Point & Crossing,Worn Point Blade,Low,Manual Patrol,06-04-2026,07-09-2026,07-09-2026,12-09-2026,3.9,4.9,43,38.6,26-11-2025,365,1,7,0.86,6.5,Trunk,False,False,False,0.11,Immediate,Weekly,4.9,No,39.6,3.9,40.3,0.77
DEF01231,CHBT-DPH,CHBT,DPH,1.78,Northern Railway,Lucknow,26.247858,83.6426,Rail,Weld Defect,Low,Manual Patrol,19-04-2026,03-09-2026,03-09-2026,08-09-2026,3.5,4.6,88,4.8,25-07-2026,90,0,7,0.67,10.65,Trunk,True,False,True,0.66,Immediate,Weekly,4.6,Yes,36.0,3.5,45.8,0.83
DEF01232,MCN-KPD,MCN,KPD,5.02,Western Railway,Mumbai Central,19.618377,73.559085,Point & Crossing,Worn Point Blade,Medium,UFD,08-08-2025,06-09-2026,06-09-2026,09-09-2026,5.5,6.8,354,27.6,19-06-2026,30,1,3,0.83,11.42,Branch,False,False,False,0.08,Immediate,Weekly,6.8,No,44.9,5.5,46.7,0.98
DEF01233,DQG-NCB,DQG,NCB,42.38,Southern Railway,Chennai,13.02586,78.93188,Rail,Weld Defect,Medium,UFD,10-01-2026,02-09-2026,02-09-2026,05-09-2026,4.6,5.7,195,19.7,18-07-2026,60,1,11,0.87,6.37,Trunk,False,False,False,0.01,Immediate,Weekly,5.7,No,53.1,4.6,68.5,0.77
DEF01234,EE-BZA,EE,BZA,15.14,South Eastern Railway,Ranchi,23.777769,84.018507,Sleeper,Sleeper Displacement,Medium,Manual Patrol,03-06-2026,08-09-2026,08-09-2026,11-09-2026,2.1,2.6,72,28.2,07-07-2026,365,4,63,0.55,1.93,Trunk,True,False,False,0.13,Immediate,Weekly,2.6,No,60.1,2.1,59.6,0.88
DEF01235,RNQ-JGF,RNQ,JGF,6.37,Central Railway,Pune,16.359501,74.042029,Bridge,Girder Corrosion,Medium,UFD,17-12-2025,03-09-2026,03-09-2026,06-09-2026,11.8,12.5,217,16.4,17-08-2026,90,1,2,0.83,12.9,Branch,False,True,False,0.51,Immediate,Weekly,12.5,No,43.3,11.8,41.0,0.72
DEF01236,BCA-VPDA,BCA,VPDA,2.78,Southern Railway,Palakkad,12.796498,76.086447,Ballast,Insufficient Ballast Cushion,Critical,Manual Patrol,10-02-2026,08-09-2026,09-09-2026,10-09-2026,12.6,11.35,201,4.1,13-07-2026,90,0,7,0.55,5.35,Trunk,False,False,False,0.29,Immediate,Weekly,11.35,No,74.8,12.6,72.7,0.85
DEF01237,KOLA-DUU,KOLA,DUU,2.51,South Central Railway,Guntakal,14.140744,74.76594,Sleeper,Cracked/Broken Sleeper,Medium,Manual Patrol,03-02-2026,05-09-2026,05-09-2026,08-09-2026,3.1,3.9,175,13.4,04-07-2026,30,1,4,0.78,14.4,Trunk,False,False,False,0.16,Immediate,Weekly,3.9,No,50.4,3.1,54.9,0.74
DEF01238,KZPR-BT,KZPR,BT,2.51,Southern Railway,Chennai,10.193661,84.739167,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,10-08-2026,06-09-2026,06-09-2026,09-09-2026,3.6,5.1,0,12.9,25-04-2026,180,2,22,0.6,4.97,Trunk,False,False,False,0.02,This Month,Monthly,5.1,No,23.4,3.6,17.6,0.95
DEF01239,JNR-BJT,JNR,BJT,1.56,South Central Railway,Secunderabad,17.756578,77.630542,Rail,Internal Flaw (UFD),High,Manual Patrol,11-08-2025,04-09-2026,04-09-2026,06-09-2026,7.8,8.6,379,9.9,14-08-2026,60,1,5,0.81,10.4,Trunk,False,False,False,0.3,Immediate,Weekly,8.6,No,66.3,7.8,64.1,0.93
DEF01240,BRYA-LKR,BRYA,LKR,7.74,South Central Railway,Vijayawada,18.267837,84.689682,Bridge,Deck Slab Crack,Critical,UFD,10-06-2026,06-09-2026,07-09-2026,08-09-2026,17.2,11.22,82,26.7,28-06-2026,30,3,13,0.7,5.22,Trunk,False,False,False,0.16,Immediate,Weekly,11.22,No,77.3,17.2,78.0,0.83
DEF01241,UPW-KMC,UPW,KMC,9.48,Central Railway,Solapur,15.922107,74.586142,Rail,Corrugation,High,TRC Survey,16-10-2025,09-09-2026,09-09-2026,11-09-2026,5.7,6.5,313,9.7,29-12-2025,365,1,5,0.83,10.9,Trunk,True,False,False,0.01,Immediate,Weekly,6.5,No,61.3,5.7,58.2,0.71
DEF01242,SJRR-PQZ,SJRR,PQZ,1.52,South Central Railway,Vijayawada,16.603792,83.467073,Bridge,Bearing Wear,High,Manual Patrol,02-02-2026,08-09-2026,08-09-2026,10-09-2026,14.7,15.3,202,24.9,31-05-2026,90,1,2,0.68,15.62,Branch,False,True,False,0.96,Immediate,Weekly,15.3,Yes,62.5,14.7,60.5,0.9
DEF01243,AGTL-JGNR,AGTL,JGNR,1.11,Northern Railway,Delhi,26.583968,76.172114,Point & Crossing,Worn Point Blade,High,Manual Patrol,18-09-2025,13-09-2026,13-09-2026,15-09-2026,5.7,6.5,336,11.2,03-06-2026,90,0,3,0.65,12.5,Branch,False,False,False,0.09,Immediate,Weekly,6.5,No,59.4,5.7,59.5,0.87
DEF01244,SKP-NPL,SKP,NPL,0.22,Western Railway,Ratlam,25.329794,76.213777,Level Crossing,Loose/Cracked Fish Plate,Critical,UFD,22-03-2026,12-09-2026,12-09-2026,13-09-2026,5.4,6.1,158,12.3,15-06-2026,60,0,8,0.66,10.92,Trunk,False,True,True,0.79,Immediate,Weekly,6.1,Yes,74.1,5.4,69.7,0.86
DEF01245,KMJ-BHTS,KMJ,BHTS,1.15,South Eastern Railway,Chakradharpur,18.497328,84.788513,Bridge,Girder Corrosion,Medium,TRC Survey,23-09-2025,02-09-2026,02-09-2026,05-09-2026,12.2,12.9,305,6.2,11-07-2026,30,1,3,0.89,11.38,Branch,False,False,False,0.07,Immediate,Weekly,12.9,No,45.5,12.2,51.4,0.93
DEF01246,NDBT-BRHL,NDBT,BRHL,1.66,Northern Railway,Lucknow,26.709729,79.130993,Point & Crossing,Crossing Wear,Medium,Manual Patrol,12-07-2026,06-09-2026,06-09-2026,09-09-2026,4.6,5.4,22,31.0,18-05-2026,60,2,6,0.73,10.05,Trunk,False,False,True,0.81,This Week,Weekly,5.4,Yes,39.4,4.6,34.9,0.82
DEF01247,RJN-DURG,RJN,DURG,12.62,Central Railway,Nagpur,21.222697,77.452689,Ballast,Insufficient Ballast Cushion,Medium,Manual Patrol,27-03-2026,03-09-2026,03-09-2026,06-09-2026,7.5,8.1,113,28.6,09-06-2026,90,2,27,0.79,4.4,Trunk,True,False,False,0.12,Immediate,Weekly,8.1,No,55.2,7.5,55.3,0.83
DEF01248,SRT-CVP,SRT,CVP,4.05,Southern Railway,Chennai,13.881211,81.234193,Rail,Weld Defect,Medium,TRC Survey,25-11-2025,06-09-2026,06-09-2026,09-09-2026,5.2,6.3,252,40.9,25-05-2026,180,2,26,0.73,4.22,Trunk,False,False,False,0.01,Immediate,Weekly,6.3,No,61.4,5.2,64.0,0.96
DEF01249,CVJ-BH,CVJ,BH,0.41,Central Railway,Nagpur,21.758235,81.854665,Level Crossing,Missing/Loose Fastener,Low,UFD,09-06-2026,03-09-2026,03-09-2026,08-09-2026,3.5,4.8,0,5.3,29-07-2026,90,0,5,0.87,10.33,Trunk,False,True,True,0.86,Programmed,Monthly,4.8,Yes,11.7,3.5,10.3,0.81
DEF01250,BEDM-BINR,BEDM,BINR,10.38,South Central Railway,Vijayawada,18.573494,83.173136,Bridge,Deck Slab Crack,Critical,Manual Patrol,22-08-2026,05-09-2026,05-09-2026,06-09-2026,15.7,16.3,9,21.1,19-08-2026,90,1,3,0.87,17.25,Branch,False,False,False,0.01,Immediate,Weekly,16.3,No,48.2,15.7,40.2,0.98
DEF01251,KMU-TRM,KMU,TRM,1.6,Southern Railway,Palakkad,11.77257,75.594151,Sleeper,Sleeper Displacement,Low,Manual Patrol,24-02-2026,05-09-2026,05-09-2026,10-09-2026,3.2,3.9,140,37.2,29-08-2026,90,3,5,0.88,13.38,Trunk,True,False,True,0.76,Immediate,Weekly,3.9,Yes,46.8,3.2,47.0,0.77
DEF01252,KRXM-DPDP,KRXM,DPDP,0.92,Central Railway,Nagpur,22.209454,81.409901,Rail,Rail Wear,Medium,Manual Patrol,13-09-2025,06-09-2026,06-09-2026,09-09-2026,6.7,7.4,318,27.2,04-06-2026,60,2,18,0.75,10.0,Trunk,False,False,True,0.51,Immediate,Weekly,7.4,No,53.5,6.7,66.1,0.92
DEF01253,NDLS-UMB,NDLS,UMB,76.88,South Central Railway,Secunderabad,18.649282,80.227078,Ballast,Ballast Degradation,High,UFD,26-08-2026,14-09-2026,14-09-2026,16-09-2026,9.7,10.8,0,15.2,08-06-2026,30,4,10,0.86,7.33,Trunk,False,False,False,0.39,This Week,Weekly,10.8,No,35.7,9.7,35.0,0.95
DEF01254,MLDT-NFK,MLDT,NFK,26.55,Southern Railway,Chennai,13.606714,79.855321,Point & Crossing,Crossing Wear,Critical,TRC Survey,02-06-2026,09-09-2026,09-09-2026,10-09-2026,7.7,8.8,86,37.4,19-07-2026,30,5,37,0.81,3.42,Trunk,True,False,False,0.33,Immediate,Weekly,8.8,No,88.0,7.7,82.4,0.74
DEF01255,KNT-MWE,KNT,MWE,5.71,Western Railway,Vadodara,22.300772,73.674314,Bridge,Deck Slab Crack,Medium,Manual Patrol,22-01-2026,13-09-2026,13-09-2026,16-09-2026,11.1,12.0,196,31.3,14-07-2026,90,2,3,0.83,12.55,Branch,False,False,False,0.05,Immediate,Weekly,12.0,No,47.4,11.1,42.8,0.8
DEF01256,SPDR-KTO,SPDR,KTO,8.02,South Central Railway,Guntakal,14.953057,74.889351,Bridge,Girder Corrosion,Medium,Manual Patrol,16-12-2025,14-09-2026,14-09-2026,17-09-2026,10.9,11.6,225,29.1,18-07-2026,90,2,4,0.88,10.72,Trunk,False,False,False,0.33,Immediate,Weekly,11.6,No,59.0,10.9,60.4,0.83
DEF01257,ALLP-QLN,ALLP,QLN,7.39,Southern Railway,Chennai,10.338509,82.810627,Point & Crossing,Crossing Wear,Low,Manual Patrol,04-04-2026,06-09-2026,06-09-2026,11-09-2026,3.3,3.9,66,31.4,30-06-2026,60,3,2,0.72,22.05,Branch,True,False,False,0.19,Immediate,Weekly,3.9,No,36.8,3.3,36.6,0.9
DEF01258,SMX-CDH,SMX,CDH,2.55,South Central Railway,Guntur,15.721939,80.347914,Ballast,Ballast Degradation,Low,UFD,28-02-2026,14-09-2026,14-09-2026,19-09-2026,6.6,7.3,77,38.5,23-08-2026,30,7,4,0.8,10.23,Trunk,False,False,False,0.26,Immediate,Weekly,7.3,No,45.0,6.6,50.8,0.81
DEF01259,BUI-SIP,BUI,SIP,21.28,South Central Railway,Vijayawada,19.05725,80.644213,Level Crossing,Loose/Cracked Fish Plate,Medium,Manual Patrol,19-01-2026,03-09-2026,03-09-2026,06-09-2026,2.7,3.8,201,17.3,23-07-2026,30,2,10,0.7,13.0,Trunk,False,False,False,0.28,Immediate,Weekly,3.8,No,55.2,2.7,56.7,0.91
DEF01260,BQM-BXY,BQM,BXY,6.54,Southern Railway,Chennai,14.128906,84.879063,Rail,Weld Defect,Low,Manual Patrol,19-02-2026,09-09-2026,09-09-2026,14-09-2026,5.5,6.2,87,1.8,05-04-2026,90,0,2,0.59,15.23,Branch,False,False,False,0.07,Immediate,Weekly,6.2,No,30.1,5.5,36.9,0.77
DEF01261,PAR-KATL,PAR,KATL,5.78,South Central Railway,Vijayawada,17.27585,80.470905,Sleeper,Cracked/Broken Sleeper,Low,TRC Survey,23-08-2026,10-09-2026,10-09-2026,15-09-2026,3.9,4.8,0,16.1,31-05-2026,60,3,4,0.7,18.37,Trunk,False,False,False,0.02,Programmed,Monthly,4.8,No,18.4,3.9,11.1,0.83
DEF01262,RDT-DARA,RDT,DARA,7.46,South Central Railway,Vijayawada,18.087454,81.889463,Level Crossing,Loose/Cracked Fish Plate,High,Manual Patrol,23-08-2026,04-09-2026,04-09-2026,06-09-2026,3.5,4.4,0,16.1,03-06-2026,180,3,6,0.69,10.83,Trunk,False,False,False,0.3,This Week,Weekly,4.4,No,42.1,3.5,29.2,0.89
DEF01263,MB-KNT,MB,KNT,2.26,Southern Railway,Palakkad,9.799385,74.474135,Ballast,Ballast Degradation,Medium,Manual Patrol,28-08-2025,08-09-2026,08-09-2026,11-09-2026,9.8,11.0,349,30.1,21-05-2026,60,1,4,0.81,10.22,Trunk,True,False,False,0.29,Immediate,Weekly,11.0,No,58.8,9.8,51.1,0.83
DEF01264,LKF-TLG,LKF,TLG,4.3,South Central Railway,Guntur,16.736895,80.106273,Bridge,Girder Corrosion,High,Manual Patrol,17-11-2025,09-09-2026,10-09-2026,12-09-2026,14.4,10.65,274,9.3,23-05-2026,90,1,41,0.84,4.65,Trunk,False,False,False,0.33,Immediate,Weekly,10.65,No,64.8,14.4,66.9,0.96
DEF01265,HVR-UBL,HVR,UBL,28.7,South Central Railway,Vijayawada,18.114993,81.389394,Sleeper,Sleeper Displacement,High,UFD,22-08-2026,13-09-2026,13-09-2026,15-09-2026,5.3,6.7,1,31.8,27-02-2026,180,7,16,0.84,8.0,Trunk,False,False,False,0.29,This Week,Weekly,6.7,No,48.0,5.3,42.0,0.94
DEF01266,MAU-BTT,MAU,BTT,60.0,South Central Railway,Guntur,15.651838,81.158245,Level Crossing,Loose/Cracked Fish Plate,Medium,Manual Patrol,31-07-2026,10-09-2026,10-09-2026,13-09-2026,2.4,3.7,8,23.5,27-07-2026,90,4,2,0.66,14.33,Branch,False,False,False,0.21,This Month,Monthly,3.7,No,34.8,2.4,26.2,0.83
DEF01267,KTYM-ETM,KTYM,ETM,9.32,Central Railway,Nagpur,21.70795,81.734996,Rail,Weld Defect,Low,TRC Survey,08-02-2026,02-09-2026,02-09-2026,07-09-2026,4.5,5.6,134,17.1,27-06-2026,60,1,5,0.63,7.45,Trunk,False,False,False,0.26,Immediate,Weekly,5.6,No,39.4,4.5,46.9,0.88
DEF01268,MPRD-JNM,MPRD,JNM,0.98,South Eastern Railway,Ranchi,23.258182,83.647828,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,06-08-2025,10-09-2026,10-09-2026,13-09-2026,3.3,4.3,373,20.5,15-07-2026,180,2,28,0.7,4.7,Trunk,False,False,False,0.04,Immediate,Weekly,4.3,No,54.2,3.3,46.4,0.92
DEF01269,RTA-CRKR,RTA,CRKR,4.64,South Eastern Railway,Ranchi,24.908405,84.523094,Rail,Rail Fracture,High,Manual Patrol,01-01-2026,13-09-2026,13-09-2026,15-09-2026,5.2,5.8,236,2.7,07-08-2026,60,0,2,0.74,13.25,Branch,False,False,False,0.14,Immediate,Weekly,5.8,No,53.7,5.2,58.4,0.84
DEF01270,BGRA-DTAE,BGRA,DTAE,4.23,Southern Railway,Chennai,10.806601,83.460669,Ballast,Insufficient Ballast Cushion,Medium,Manual Patrol,30-08-2026,04-09-2026,04-09-2026,07-09-2026,7.6,9.0,0,19.8,09-03-2026,365,4,20,0.87,3.65,Trunk,True,True,False,0.78,This Month,Monthly,9.0,Yes,32.4,7.6,30.6,0.73
DEF01271,TKUR-SCC,TKUR,SCC,2.75,South Eastern Railway,Ranchi,24.760072,84.857631,Point & Crossing,Crossing Wear,Critical,TRC Survey,29-04-2026,08-09-2026,08-09-2026,09-09-2026,6.5,7.9,124,12.6,09-06-2026,30,0,4,0.56,11.78,Trunk,False,False,False,0.13,Immediate,Weekly,7.9,No,71.5,6.5,73.7,0.9
DEF01272,PVPT-GMDA,PVPT,GMDA,1.48,South Central Railway,Vijayawada,16.929014,82.86308,Level Crossing,Missing/Loose Fastener,Low,Manual Patrol,10-04-2026,13-09-2026,13-09-2026,18-09-2026,2.0,3.4,72,24.7,06-05-2026,60,3,5,0.67,7.28,Trunk,True,False,False,0.13,Immediate,Weekly,3.4,No,40.8,2.0,38.3,0.85
DEF01273,DLF-RWA,DLF,RWA,3.84,South Central Railway,Secunderabad,18.132128,79.863221,Point & Crossing,Worn Point Blade,Medium,Manual Patrol,12-02-2026,14-09-2026,14-09-2026,17-09-2026,4.6,5.3,161,18.4,23-06-2026,60,1,7,0.74,6.5,Trunk,False,False,False,0.2,Immediate,Weekly,5.3,No,54.0,4.6,55.2,0.92
DEF01274,ET-PPI,ET,PPI,37.78,Central Railway,Nagpur,24.136204,78.86568,Sleeper,Cracked/Broken Sleeper,Low,TRC Survey,05-05-2026,13-09-2026,13-09-2026,18-09-2026,3.5,4.3,49,36.2,20-04-2026,90,5,29,0.63,3.17,Trunk,True,False,False,0.01,Immediate,Weekly,4.3,No,44.4,3.5,50.6,0.88
DEF01275,GCN-SJPR,GCN,SJPR,0.26,South Central Railway,Vijayawada,15.574233,83.634594,Bridge,Girder Corrosion,Medium,Manual Patrol,27-08-2025,03-09-2026,04-09-2026,07-09-2026,12.4,10.8,333,5.3,09-05-2026,90,0,28,0.69,4.8,Trunk,False,False,False,0.37,Immediate,Weekly,10.8,No,48.3,12.4,53.6,0.99
DEF01276,DHN-KMME,DHN,KMME,6.51,Central Railway,Nagpur,22.862618,79.44343,Point & Crossing,Crossing Wear,Critical,TRC Survey,05-01-2026,07-09-2026,07-09-2026,08-09-2026,8.9,10.4,237,7.3,21-08-2026,90,1,7,0.84,6.58,Trunk,False,False,False,0.04,Immediate,Weekly,10.4,No,77.1,8.9,76.1,0.78
DEF01277,VDE-GDR,VDE,GDR,23.22,South Eastern Railway,Ranchi,22.838903,83.125617,Bridge,Girder Corrosion,Critical,Manual Patrol,07-01-2026,03-09-2026,03-09-2026,04-09-2026,17.7,18.8,235,14.2,21-07-2026,60,2,2,0.7,14.5,Branch,True,True,False,0.69,Immediate,Weekly,18.8,Yes,70.9,17.7,64.0,0.87
DEF01278,DI-KOPR,DI,KOPR,0.26,Southern Railway,Palakkad,11.496631,76.321427,Rail,Weld Defect,High,Manual Patrol,04-02-2026,05-09-2026,05-09-2026,07-09-2026,8.5,9.2,202,17.3,23-08-2026,60,2,126,0.64,4.5,Trunk,False,False,False,0.4,Immediate,Weekly,9.2,No,66.7,8.5,61.9,0.78
DEF01279,SNSI-KPG,SNSI,KPG,28.69,Southern Railway,Chennai,11.585576,81.936099,Point & Crossing,Worn Point Blade,Low,TRC Survey,06-03-2026,13-09-2026,13-09-2026,18-09-2026,3.0,3.7,99,41.2,23-08-2026,30,5,4,0.61,10.92,Trunk,True,False,False,0.02,Immediate,Weekly,3.7,No,51.8,3.0,54.0,0.71
DEF01280,TLX-BTPG,TLX,BTPG,0.03,South Eastern Railway,Adra,23.937104,86.292453,Point & Crossing,Worn Point Blade,Low,TRC Survey,14-08-2026,08-09-2026,08-09-2026,13-09-2026,5.2,6.5,0,42.2,26-04-2026,90,3,26,0.65,5.52,Trunk,False,False,False,0.37,Programmed,Monthly,6.5,No,27.2,5.2,21.9,0.72
DEF01281,DGW-MKH,DGW,MKH,7.26,Eastern Railway,Asansol,25.784664,85.767219,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,26-02-2026,04-09-2026,04-09-2026,07-09-2026,3.9,5.3,159,14.5,19-07-2026,30,0,3,0.85,10.65,Branch,False,True,True,0.78,Immediate,Weekly,5.3,Yes,38.9,3.9,44.8,0.81
DEF01282,PORA-HRS,PORA,HRS,4.24,South Central Railway,Vijayawada,15.132014,82.699839,Level Crossing,Missing/Loose Fastener,Critical,Manual Patrol,09-07-2026,06-09-2026,06-09-2026,07-09-2026,2.9,3.7,52,13.1,11-06-2026,60,1,3,0.67,12.22,Branch,False,True,False,0.7,Immediate,Weekly,3.7,Yes,60.5,2.9,60.8,0.79
DEF01283,SC-JET,SC,JET,0.08,Central Railway,Nagpur,20.952196,78.107201,Level Crossing,Missing/Loose Fastener,Low,Manual Patrol,27-01-2026,12-09-2026,12-09-2026,17-09-2026,3.2,4.1,132,24.3,23-07-2026,180,4,34,0.8,6.55,Trunk,False,True,False,0.91,Immediate,Weekly,4.1,Yes,45.3,3.2,47.4,0.99
DEF01284,JTJ-KPD,JTJ,KPD,21.68,Southern Railway,Chennai,14.064542,80.546538,Level Crossing,Missing/Loose Fastener,Critical,UFD,16-06-2026,12-09-2026,12-09-2026,13-09-2026,6.1,6.6,74,12.4,20-08-2026,180,1,64,0.9,1.75,Trunk,False,False,False,0.01,Immediate,Weekly,6.6,No,79.4,6.1,69.1,0.95
DEF01285,MDF-MDKD,MDF,MDKD,0.7,Central Railway,Bhusawal,20.605399,76.888791,Level Crossing,Loose/Cracked Fish Plate,High,Manual Patrol,17-03-2026,10-09-2026,10-09-2026,12-09-2026,4.2,4.8,156,24.6,03-06-2026,60,6,12,0.66,8.17,Trunk,False,False,False,0.21,Immediate,Weekly,4.8,No,68.0,4.2,67.1,0.87
DEF01286,KQLS-SIU,KQLS,SIU,1.59,Central Railway,Bhusawal,21.498374,75.46461,Bridge,Girder Corrosion,Low,Manual Patrol,17-11-2025,13-09-2026,13-09-2026,18-09-2026,9.2,9.9,191,39.1,08-05-2026,365,8,33,0.75,4.98,Trunk,False,True,False,0.88,Immediate,Weekly,9.9,Yes,57.7,9.2,60.9,0.76
